service_id,capacity,duration,price,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,duration_competitor_2,is_holiday_pm1,is_holiday_madrid_pm1,is_holiday_catalonia_pm1,month_sin,month_cos,day_of_week_sin,day_of_week_cos,departure_time_sin,departure_time_cos,train_type_AVE,train_type_AVLO,train_type_IRYO,train_type_OUIGO,train_type_competitor_-2_AVE,train_type_competitor_-2_AVLO,train_type_competitor_-2_IRYO,train_type_competitor_-2_OUIGO,train_type_competitor_-1_AVE,train_type_competitor_-1_AVLO,train_type_competitor_-1_IRYO,train_type_competitor_-1_OUIGO,train_type_competitor_1_AVE,train_type_competitor_1_AVLO,train_type_competitor_1_IRYO,train_type_competitor_1_OUIGO,train_type_competitor_2_AVE,train_type_competitor_2_AVLO,train_type_competitor_2_IRYO,train_type_competitor_2_OUIGO,passengers
00009_02-01-2025-17.22,461,172.0,72.86,1798.0,-25.2,145.9,157.0,-5.4,43.64,157.0,4.8,71.8,199.0,34.8,68.59,157.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_02-01-2025-17.27,414,199.0,71.8,1384.0,-10.2,43.64,157.0,-4.8,72.86,172.0,30.0,68.59,157.0,60.0,60.37,177.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,414
00004_02-01-2025-17.57,414,157.0,68.59,414.0,-34.8,72.86,172.0,-30.0,71.8,199.0,30.0,60.37,177.0,34.8,44.96,157.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00016_02-01-2025-18.27,414,177.0,60.37,875.0,-60.0,71.8,199.0,-30.0,68.59,157.0,4.8,44.96,157.0,30.0,103.05,157.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_02-01-2025-18.32,461,157.0,44.96,1289.0,-34.8,68.59,157.0,-4.8,60.37,177.0,25.2,103.05,157.0,57.0,48.17,172.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_02-01-2025-18.57,414,157.0,103.05,875.0,-30.0,60.37,177.0,-25.2,44.96,157.0,31.8,48.17,172.0,37.2,35.71,201.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,352
00009_02-01-2025-19.29,461,172.0,48.17,1042.0,-57.0,44.96,157.0,-31.8,103.05,157.0,5.4,35.71,201.0,36.0,65.35,157.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,461
00019_02-01-2025-19.34,581,201.0,35.71,1042.0,-37.2,103.05,157.0,-5.4,48.17,172.0,30.6,65.35,157.0,48.0,35.82,172.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,581
00004_02-01-2025-20.05,414,157.0,65.35,1289.0,-36.0,48.17,172.0,-30.6,35.71,201.0,17.4,35.82,172.0,22.2,53.96,201.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,414
00009_02-01-2025-20.22,461,172.0,35.82,1289.0,-48.0,35.71,201.0,-17.4,65.35,157.0,4.8,53.96,201.0,39.6,32.42,172.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00020_02-01-2025-20.27,414,201.0,53.96,1289.0,-22.2,65.35,157.0,-4.8,35.82,172.0,34.8,32.42,172.0,40.2,72.95,172.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,414
00005_02-01-2025-21.02,509,172.0,32.42,923.0,-39.6,35.82,172.0,-34.8,53.96,201.0,5.4,72.95,172.0,560.4,17.23,157.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,509
00007_02-01-2025-21.07,414,172.0,72.95,923.0,-40.2,53.96,201.0,-5.4,32.42,172.0,555.0,17.23,157.0,559.8,22.61,178.0,1,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,55
00002_03-01-2025-06.22,461,157.0,17.23,988.0,-560.4,32.42,172.0,-555.0,72.95,172.0,4.8,22.61,178.0,34.8,38.86,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.9953121781612655,-0.09671436296578392,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,461
00021_03-01-2025-06.27,527,178.0,22.61,988.0,-559.8,72.95,172.0,-4.8,17.23,157.0,30.0,38.86,157.0,34.8,59.76,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.9930684569549263,-0.11753739745783758,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,527
00004_03-01-2025-06.57,414,157.0,38.86,1384.0,-34.8,17.23,157.0,-30.0,22.61,178.0,4.8,59.76,172.0,25.2,30.94,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,414
00005_03-01-2025-07.02,509,172.0,59.76,1798.0,-34.8,22.61,178.0,-4.8,38.86,157.0,20.4,30.94,157.0,25.2,58.58,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.963863295733281,-0.2663973482191175,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_03-01-2025-07.22,461,157.0,30.94,1798.0,-25.2,38.86,157.0,-20.4,59.76,172.0,4.8,58.58,199.0,34.8,40.82,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_03-01-2025-07.27,414,199.0,58.58,1384.0,-25.2,59.76,172.0,-4.8,30.94,157.0,30.0,40.82,157.0,64.8,22.63,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,414
00004_03-01-2025-07.57,414,157.0,40.82,414.0,-34.8,30.94,157.0,-30.0,58.58,199.0,34.8,22.63,157.0,60.0,114.34,164.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_03-01-2025-08.32,461,157.0,22.63,875.0,-64.8,58.58,199.0,-34.8,40.82,157.0,25.2,114.34,164.0,50.4,47.42,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_03-01-2025-08.57,414,164.0,114.34,1336.0,-60.0,40.82,157.0,-25.2,22.63,157.0,25.2,47.42,172.0,30.0,72.0,194.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,38
00009_03-01-2025-09.22,461,172.0,47.42,1289.0,-50.4,22.63,157.0,-25.2,114.34,164.0,4.8,72.0,194.0,34.8,65.39,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00010_03-01-2025-09.27,414,194.0,72.0,875.0,-30.0,114.34,164.0,-4.8,47.42,172.0,30.0,65.39,172.0,34.8,47.46,182.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,373
00009_03-01-2025-09.57,461,172.0,65.39,970.0,-34.8,47.42,172.0,-30.0,72.0,194.0,4.8,47.46,182.0,30.0,57.13,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,411
00011_03-01-2025-10.02,509,182.0,47.46,1551.0,-34.8,72.0,194.0,-4.8,65.39,172.0,25.2,57.13,172.0,80.4,74.44,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,509
00012_03-01-2025-10.27,581,172.0,57.13,1090.0,-30.0,65.39,172.0,-25.2,47.46,182.0,55.2,74.44,172.0,60.0,111.64,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,70
00009_03-01-2025-11.22,461,172.0,74.44,1287.0,-80.4,47.46,182.0,-55.2,57.13,172.0,4.8,111.64,199.0,60.0,74.54,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,286
00006_03-01-2025-11.27,826,199.0,111.64,1287.0,-60.0,57.13,172.0,-4.8,74.44,172.0,55.2,74.54,172.0,60.0,62.41,197.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4
00009_03-01-2025-12.22,461,172.0,74.54,839.0,-60.0,74.44,172.0,-55.2,111.64,199.0,4.8,62.41,197.0,34.8,65.9,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,216
00013_03-01-2025-12.27,378,197.0,62.41,839.0,-60.0,111.64,199.0,-4.8,74.54,172.0,30.0,65.9,157.0,51.0,55.14,184.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,378
00004_03-01-2025-12.57,414,157.0,65.9,753.0,-34.8,74.54,172.0,-30.0,62.41,197.0,21.0,55.14,184.0,60.0,90.33,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.24615329302899255,-0.9692309097067545,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,414
00014_03-01-2025-13.18,339,184.0,55.14,753.0,-51.0,62.41,197.0,-21.0,65.9,157.0,39.0,90.33,157.0,43.8,70.11,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.33380685923377096,-0.9426414910921784,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,339
00004_03-01-2025-13.57,414,157.0,90.33,1384.0,-60.0,65.9,157.0,-39.0,55.14,184.0,4.8,70.11,172.0,15.0,58.44,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.48862124149695463,-0.8724960070727973,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,40
00009_03-01-2025-14.02,461,172.0,70.11,1675.0,-43.8,55.14,184.0,-4.8,90.33,157.0,10.2,58.44,157.0,25.2,87.22,177.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5067862565108238,-0.8620717430769586,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,125
00015_03-01-2025-14.12,509,157.0,58.44,1675.0,-15.0,90.33,157.0,-10.2,70.11,172.0,15.0,87.22,177.0,30.0,82.33,179.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5446390350150268,-0.8386705679454243,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,509
00016_03-01-2025-14.27,291,177.0,87.22,1722.0,-25.2,70.11,172.0,-15.0,58.44,157.0,15.0,82.33,179.0,30.0,106.69,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.598324600570659,-0.8012538126910607,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,27
00017_03-01-2025-14.42,461,179.0,82.33,1166.0,-30.0,58.44,157.0,-15.0,87.22,177.0,15.0,106.69,157.0,45.0,51.27,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.6494480483301835,-0.760405965600031,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,20
00004_03-01-2025-14.57,414,157.0,106.69,875.0,-30.0,87.22,177.0,-15.0,82.33,179.0,30.0,51.27,199.0,60.0,92.51,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4
00018_03-01-2025-15.27,547,199.0,51.27,547.0,-45.0,82.33,179.0,-30.0,106.69,157.0,30.0,92.51,157.0,60.0,81.05,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,547
00004_03-01-2025-15.57,414,157.0,92.51,414.0,-60.0,106.69,157.0,-30.0,51.27,199.0,30.0,81.05,172.0,40.2,59.52,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,43
00007_03-01-2025-16.27,414,172.0,81.05,875.0,-60.0,51.27,199.0,-30.0,92.51,157.0,10.2,59.52,157.0,30.0,99.13,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,164
00002_03-01-2025-16.37,461,157.0,59.52,1289.0,-40.2,92.51,157.0,-10.2,81.05,172.0,19.8,99.13,157.0,39.6,44.56,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00004_03-01-2025-16.57,414,157.0,99.13,1845.0,-30.0,81.05,172.0,-19.8,59.52,157.0,19.8,44.56,157.0,25.2,72.57,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,32
00015_03-01-2025-17.17,509,157.0,44.56,1965.0,-39.6,59.52,157.0,-19.8,99.13,157.0,5.4,72.57,172.0,10.2,51.81,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,509
00009_03-01-2025-17.22,461,172.0,72.57,1965.0,-25.2,99.13,157.0,-5.4,44.56,157.0,4.8,51.81,199.0,34.8,68.42,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,216
00018_03-01-2025-17.27,581,199.0,51.81,1551.0,-10.2,44.56,157.0,-4.8,72.57,172.0,30.0,68.42,157.0,60.0,79.59,177.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9896513868196702,-0.1434926219911794,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,468
00004_03-01-2025-17.57,414,157.0,68.42,414.0,-34.8,72.57,172.0,-30.0,51.81,199.0,30.0,79.59,177.0,34.8,48.75,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,414
00016_03-01-2025-18.27,836,177.0,79.59,1297.0,-60.0,51.81,199.0,-30.0,68.42,157.0,4.8,48.75,157.0,30.0,75.56,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9930684569549263,0.11753739745783724,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,70
00002_03-01-2025-18.32,461,157.0,48.75,1711.0,-34.8,68.42,157.0,-4.8,79.59,177.0,25.2,75.56,157.0,57.0,67.39,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_03-01-2025-18.57,414,157.0,75.56,875.0,-30.0,79.59,177.0,-25.2,48.75,157.0,31.8,67.39,172.0,37.2,41.86,201.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,164
00009_03-01-2025-19.29,461,172.0,67.39,1042.0,-57.0,48.75,157.0,-31.8,75.56,157.0,5.4,41.86,201.0,36.0,63.34,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,76
00019_03-01-2025-19.34,581,201.0,41.86,1042.0,-37.2,75.56,157.0,-5.4,67.39,172.0,30.6,63.34,157.0,48.0,23.97,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,581
00004_03-01-2025-20.05,414,157.0,63.34,1289.0,-36.0,67.39,172.0,-30.6,41.86,201.0,17.4,23.97,172.0,22.2,60.45,201.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,367
00009_03-01-2025-20.22,461,172.0,23.97,1289.0,-48.0,41.86,201.0,-17.4,63.34,157.0,4.8,60.45,201.0,39.6,44.17,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00020_03-01-2025-20.27,414,201.0,60.45,1289.0,-22.2,63.34,157.0,-4.8,23.97,172.0,34.8,44.17,172.0,40.2,98.88,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,181
00005_03-01-2025-21.02,509,172.0,44.17,923.0,-39.6,23.97,172.0,-34.8,60.45,201.0,5.4,98.88,172.0,565.2,32.44,178.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,509
00007_03-01-2025-21.07,414,172.0,98.88,923.0,-40.2,60.45,201.0,-5.4,44.17,172.0,559.8,32.44,178.0,594.6,37.37,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
00021_04-01-2025-06.27,581,178.0,32.44,581.0,-565.2,44.17,172.0,-559.8,98.88,172.0,34.8,37.37,172.0,60.0,63.39,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.9930684569549263,-0.11753739745783758,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,581
00005_04-01-2025-07.02,509,172.0,37.37,923.0,-594.6,98.88,172.0,-34.8,32.44,178.0,25.2,63.39,199.0,65.4,20.01,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,509
00006_04-01-2025-07.27,414,199.0,63.39,923.0,-60.0,32.44,178.0,-25.2,37.37,172.0,40.2,20.01,172.0,60.0,39.08,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,298
00009_04-01-2025-08.07,461,172.0,20.01,875.0,-65.4,37.37,172.0,-40.2,63.39,199.0,19.8,39.08,172.0,49.8,62.59,164.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8498926929868641,-0.5269557954966773,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,461
00007_04-01-2025-08.27,414,172.0,39.08,875.0,-60.0,63.39,199.0,-19.8,20.01,172.0,30.0,62.59,164.0,55.2,44.32,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,414
00008_04-01-2025-08.57,836,164.0,62.59,1297.0,-49.8,20.01,172.0,-30.0,39.08,172.0,25.2,44.32,172.0,30.0,65.63,194.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.7163019434246544,-0.69779045984168,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,301
00009_04-01-2025-09.22,461,172.0,44.32,1711.0,-55.2,39.08,172.0,-25.2,62.59,164.0,4.8,65.63,194.0,34.8,28.13,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.6354046086841412,-0.7721793724666267,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00010_04-01-2025-09.27,414,194.0,65.63,875.0,-30.0,62.59,164.0,-4.8,44.32,172.0,30.0,28.13,172.0,34.8,37.53,182.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,254
00009_04-01-2025-09.57,461,172.0,28.13,970.0,-34.8,44.32,172.0,-30.0,65.63,194.0,4.8,37.53,182.0,30.0,53.69,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,461
00011_04-01-2025-10.02,509,182.0,37.53,1551.0,-34.8,65.63,194.0,-4.8,28.13,172.0,25.2,53.69,172.0,80.4,40.08,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,509
00012_04-01-2025-10.27,581,172.0,53.69,1090.0,-30.0,28.13,172.0,-25.2,37.53,182.0,55.2,40.08,172.0,60.0,44.35,199.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,559
00009_04-01-2025-11.22,461,172.0,40.08,1264.0,-80.4,37.53,182.0,-55.2,53.69,172.0,4.8,44.35,199.0,60.0,26.02,172.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,461
00006_04-01-2025-11.27,803,199.0,44.35,1264.0,-60.0,53.69,172.0,-4.8,40.08,172.0,55.2,26.02,172.0,60.0,57.39,197.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,803
00009_04-01-2025-12.22,461,172.0,26.02,839.0,-60.0,40.08,172.0,-55.2,44.35,199.0,4.8,57.39,197.0,55.8,82.74,184.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,461
00013_04-01-2025-12.27,378,197.0,57.39,839.0,-60.0,44.35,199.0,-4.8,26.02,172.0,51.0,82.74,184.0,105.0,23.67,157.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,378
